Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Iffat Sadique, MD","Family Physician, Primary Care Doctor",Female,"English
Spanish
Hindi
Urdu
Punjabi","Brooklyn, NY",11235,3.95,78 reviews,3.24,3.93,True,https://www.zocdoc.com/doctor/iffat-sadique-md-103112
"Dr. Wallace Wang, MD",Gastroenterologist,Male,"English
Spanish
Chinese (Mandarin)","Brooklyn, NY",11220,4.98,47 reviews,4.39,5.00,False,https://www.zocdoc.com/doctor/wallace-wang-md-192137
"Dr. Jihan Grant, MD",Neurologist,Female,English,"New York, NY",10029,4.40,None,4.25,4.25,False,https://www.zocdoc.com/doctor/jihan-grant-md-283512
"Dr. Kishan Patel, MD",Neurologist,Male,None,"Forest Hills, NY",11375,4.37,467 reviews,3.98,4.49,False,https://www.zocdoc.com/doctor/kishan-patel-md-70085
"Dr. Masood Safaie, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"Woodside, NY",11377,4.84,67 reviews,4.71,4.92,False,https://www.zocdoc.com/dentist/masood-safaie-dds-42612
"Dr. Songhui Ma, MD",Allergist,Female,English,"New York, NY",10024,4.75,397 reviews,4.65,4.76,False,https://www.zocdoc.com/doctor/songhui-ma-md-197403
"Dr. Ashraf Estafan, DDS, FACP","Prosthodontist, Dentist, Cosmetic Dentist",Male,English,"New York, NY",10017,4.98,124 reviews,4.79,5.00,False,https://www.zocdoc.com/dentist/ashraf-estafan-dds-facp-205347
"Deanna Bronfermakher, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Female,English,"New York, NY",10011,4.33,12 reviews,4.75,4.25,True,https://www.zocdoc.com/doctor/deanna-bronfermakher-np-297102
"Allison Baxter, LCSW",Psychotherapist,Female,English,"New York, NY",None,5.00,3 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/allison-baxter-lcsw-293535
"Dr. Diala Gibson, DDS",Cosmetic Dentist,Female,English,"New York, NY",10174,5.00,10 reviews,4.90,5.00,False,https://www.zocdoc.com/dentist/diala-gibson-dds-294386
"Dr. Meredith Wilkes, MD",Pediatrician,Female,English,"New York, NY",10029,5.00,None,4.75,5.00,False,https://www.zocdoc.com/doctor/meredith-wilkes-md-246135
"Dr. Jeremy Britto, DPM",Podiatrist,Male,English,"New Hyde Park, NY",11042,4.94,32 reviews,4.33,4.93,False,https://www.zocdoc.com/doctor/jeremy-britto-dpm-285421
"Dr. Franklin D. Russek, MD","Psychiatrist, Psychotherapist",Male,English,"New York, NY",10028,4.79,14 reviews,4.79,4.64,False,https://www.zocdoc.com/professional/franklin-d-russek-md-127836
"Dr. Alan Berdan, DMD","Periodontist, Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish
Italian
Japanese
Chinese (Cantonese)","New York, NY",10019,4.94,90 reviews,4.69,4.94,False,https://www.zocdoc.com/dentist/alan-berdan-dmd-57755
"Dr. Margarita Fishkin, DDS",Dentist,Female,"English
Spanish","New York, NY",10032,4.35,164 reviews,4.42,4.39,False,https://www.zocdoc.com/dentist/margarita-fishkin-dds-1697
"Dr. Marissa Santos, MD","Internist, Primary Care Doctor",Female,"English
Spanish
Tagalog
Filipino","Rego Park, NY",11374,4.39,375 reviews,3.60,4.48,False,https://www.zocdoc.com/doctor/marissa-santos-md-41851
"Julia Hall, LMSW",Psychotherapist,Female,English,"Brooklyn, NY",11222,5.00,10 reviews,5.00,4.89,True,https://www.zocdoc.com/professional/julia-hall-lmsw-287396
"Dr. Roman Shamuelov, DDS","Dentist, Cosmetic Dentist",Male,"English
Russian","White Plains, NY",10601,4.70,237 reviews,4.43,4.72,False,https://www.zocdoc.com/dentist/roman-shamuelov-dds-67554
"Dr. Syed Qadri, MD, DO, FAAFP","Family Physician, Primary Care Doctor",Male,"English
Hindi
Urdu
Punjabi","Hicksville, NY",11801,3.93,74 reviews,3.57,3.94,False,https://www.zocdoc.com/doctor/syed-qadri-do-md-faafp-144297
"Dr. Syed Rahman, MD","Family Physician, Primary Care Doctor",Male,"English
Hindi
Urdu
Telugu","Woodhaven, NY",11421,4.75,519 reviews,4.01,4.76,True,https://www.zocdoc.com/doctor/syed-rahman-md-80161
"Dr. Nivea Calico, MD",Psychiatrist,Female,English,"New York, NY",10010,4.93,815 reviews,4.90,4.93,False,https://www.zocdoc.com/doctor/nivea-calico-md-37925
"Brittany Butts, LMHC",Psychotherapist,Female,English,"Brooklyn, NY",None,4.85,54 reviews,4.96,4.87,True,https://www.zocdoc.com/professional/brittany-butts-lmhc-197259
"Dr. Jessie Fields, MD","Internist, Primary Care Doctor",Female,English,"New York, NY",None,4.77,64 reviews,4.13,4.68,True,https://www.zocdoc.com/doctor/jessie-fields-md-91716
"Dr. Vladimir Gabay, MD","Internist, Primary Care Doctor",Male,"English
Farsi
Russian","Forest Hills, NY",11375,4.88,155 reviews,4.42,4.92,False,https://www.zocdoc.com/doctor/vladimir-gabay-md-39575
"Dr. Jennifer Donath, AuD",Audiologist,Female,English,"New York, NY",10028,None,None,None,None,False,https://www.zocdoc.com/doctor/jennifer-donath-aud-286583
"Dr. Alexis Kapoian, OD",Optometrist,Female,English,"Brooklyn, NY",None,4.60,53 reviews,4.39,4.69,True,https://www.zocdoc.com/doctor/alexis-kapoian-od-237702
"Dr. Shimon Schwartz, MD",Psychiatrist,Male,English,"New York, NY",10019,4.88,8 reviews,4.75,4.88,True,https://www.zocdoc.com/doctor/shimon-schwartz-md-275080
"Dr. Anthony Taglienti, MD",Plastic Surgeon,Male,English,"Briarcliff Manor, NY",10510,4.23,13 reviews,4.17,4.42,False,https://www.zocdoc.com/doctor/anthony-taglienti-md-274041
"Dr. Mehran Morovati, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Hebrew
Farsi
Armenian","New York, NY",10038,4.53,129 reviews,4.20,4.54,False,https://www.zocdoc.com/dentist/mehran-morovati-dds-57352
"Dr. Samantha Rawdin, DMD","Prosthodontist, Dentist, Cosmetic Dentist",Female,English,"New York, NY",10019,5.00,40 reviews,5.00,5.00,False,https://www.zocdoc.com/dentist/samantha-rawdin-dmd-218449
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Male,English,"New York, NY",10006,4.85,3651 reviews,4.62,4.88,True,https://www.zocdoc.com/doctor/douglas-bailyn-md-3124
"Dr. Janna Stepankoff, OD",Optometrist,Female,"English
Russian","Brooklyn, NY",11210,4.57,7 reviews,3.80,4.60,False,https://www.zocdoc.com/doctor/janna-stepankoff-od-292732
"Christina Maroone, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Female,English,"New York, NY",10016,None,None,None,None,True,https://www.zocdoc.com/doctor/christina-maroone-np-297585
"Dr. Eric Mandel, MD",Ophthalmologist,Male,"English
Spanish
Korean","New York, NY",10021,4.89,353 reviews,4.58,4.85,False,https://www.zocdoc.com/doctor/eric-mandel-md-98920
"Dr. Michael Foxman, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish
Russian","New York, NY",10065,4.82,141 reviews,4.43,4.86,False,https://www.zocdoc.com/dentist/michael-foxman-dds-2718
"Dr. Bryan Makower, DPM",Podiatrist,Male,English,"Brooklyn, NY",11203,4.72,72 reviews,3.49,4.87,False,https://www.zocdoc.com/doctor/bryan-makower-dpm-1751
"Dr. Roshni R. Naik, MD","Allergist, Immunologist",Female,"English
Spanish","Brooklyn, NY",None,4.94,69 reviews,4.72,4.93,False,https://www.zocdoc.com/doctor/roshni-r-naik-md-281134
"Dr. Paul Smith, MD, FACP","Infectious Disease Specialist, Internist, Primary Care Doctor, Travel Medicine Specialist",Male,English,"New York, NY",10021,4.74,186 reviews,4.73,4.69,False,https://www.zocdoc.com/doctor/paul-smith-md-facp-95500
"Dr. Claire Paik, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,English,"New York, NY",10005,4.84,88 reviews,4.77,4.83,False,https://www.zocdoc.com/dentist/claire-paik-dds-169612
"Dr. Mark Kaufman, DDS",Dentist,Male,English,"Brooklyn, NY",11230,5.00,None,4.80,5.00,False,https://www.zocdoc.com/dentist/mark-kaufman-dds-293167
"Calli-Ev Kosch Pina, LMHC",Psychotherapist,Female,English,"New York, NY",10018,None,None,None,None,True,https://www.zocdoc.com/professional/calli-ev-kosch-pina-lmhc-297632
"Dr. A Al Gulum, DDS","Dentist, Dental Pain Specialist",Male,English,"Fresh Meadows, NY",11366,5.00,24 reviews,4.91,5.00,False,https://www.zocdoc.com/dentist/a-al-gulum-dds-151004
"Prince Singh, FNP",Nurse Practitioner,Male,English,"Ridgewood, NY",11385,None,None,None,None,False,https://www.zocdoc.com/doctor/prince-singh-fnp-293685
"Dr. Sha Zhu, MD",Pediatrician,Female,"English
Chinese (Mandarin)","New York, NY",None,4.63,8 reviews,3.75,4.88,True,https://www.zocdoc.com/doctor/sha-zhu-md-283803
"Priya Simoes, MBBS",Gastroenterologist,Female,English,"New York, NY",None,5.00,15 reviews,4.54,4.92,True,https://www.zocdoc.com/doctor/priya-simoes-mbbs-290781
"Dr. Stewart Gordon, DDS, MAGD",Dentist,Male,English,"New York, NY",10024,4.97,33 reviews,4.81,4.94,False,https://www.zocdoc.com/dentist/stewart-gordon-dds-magd-2724
"Philip Glickman, PsyD",Psychologist,Male,"English
Spanish","New York, NY",10005,4.93,30 reviews,4.89,4.96,True,https://www.zocdoc.com/doctor/philip-glickman-psyd-242187
"Clara Angel, LMHC, MA",Psychotherapist,Female,"English
Spanish","New York, NY",10011,4.59,76 reviews,4.80,4.68,True,https://www.zocdoc.com/professional/clara-angel-lmhc-ma-170231
"Dr. Komal Patel, OD",Optometrist,Female,English,"Brooklyn, NY",11201,4.96,163 reviews,4.75,4.96,False,https://www.zocdoc.com/doctor/komal-patel-od-234697
"Suzanne Garrison, LCAT",Psychotherapist,Female,English,"Brooklyn, NY",11215,5.00,None,5.00,5.00,True,https://www.zocdoc.com/professional/suzanne-garrison-lcat-288571
"Raffi Terzian, PT",Physical Therapist,Male,English,"New York, NY",10018,4.87,30 reviews,4.47,4.97,False,https://www.zocdoc.com/professional/raffi-terzian-pt-113120
"Tanya Mezher, RDN, CDN, MS","Dietitian, Nutritionist",Female,None,"New York, NY",10019,5.00,12 reviews,4.88,5.00,True,https://www.zocdoc.com/doctor/tanya-mezher-rdn-cdn-ms-285443
"Dr. Jane Galasso, MD","Gynecologist, OB-GYN",Female,English,"New York, NY",10021,4.84,31 reviews,4.54,4.86,True,https://www.zocdoc.com/doctor/jane-galasso-md-118324
"Dr. Yekaterina Narodetskaya, DPM",Podiatrist,Female,"English
Spanish
Russian","New York, NY",10006,4.95,37 reviews,4.86,5.00,True,https://www.zocdoc.com/doctor/yekaterina-narodetskaya-dpm-241347
"Dr. Helang Cho Kravitz, MD","Internist, Primary Care Doctor",Female,"English
Chinese (Cantonese)","New York, NY",None,5.00,None,4.88,5.00,True,https://www.zocdoc.com/doctor/helang-cho-kravitz-md-283780
"Dr. Asimina Balaskonis, DPM",Podiatrist,Female,"English
Greek","New York, NY",10119,5.00,None,4.75,5.00,True,https://www.zocdoc.com/doctor/asimina-balaskonis-dpm-283912
"Dr. David Perlman, MD",Infectious Disease Specialist,Male,English,"New York, NY",None,4.69,16 reviews,4.31,4.88,True,https://www.zocdoc.com/doctor/david-perlman-md-197472
"Dr. Jeffrey Stark, DPM",Podiatrist,Male,English,"Brooklyn, NY",11205,None,None,None,None,False,https://www.zocdoc.com/doctor/jeffrey-stark-dpm-165001
"Kenneth Van, DPT, PT",Physical Therapist,Male,None,"New York, NY",10166,5.00,5 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/kenneth-van-dpt-pt-114460
"Dr. David Dayan-Rosenman, MD","Addiction Specialist, Internist",Male,"English
French
Spanish","Brooklyn, NY",11242,5.00,7 reviews,4.57,5.00,False,https://www.zocdoc.com/doctor/david-dayan-rosenman-md-293433
"Dr. Nina Klein, DPM",Podiatrist,Female,English,"New York, NY",None,4.78,129 reviews,4.55,4.88,False,https://www.zocdoc.com/doctor/nina-klein-dpm-274150
"Reginald Tiu, PT",Physical Therapist,Male,"English
Spanish
Tagalog
view all","Long Island City, NY",11101,4.94,64 reviews,4.78,4.93,False,https://www.zocdoc.com/professional/reginald-tiu-pt-104693
"Frank Rosen, PsyD",Psychologist,Male,English,"New York, NY",None,4.44,78 reviews,4.85,4.49,True,https://www.zocdoc.com/doctor/frank-rosen-psyd-75962
"Hillary Bowden, LMHC",Psychotherapist,Female,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/professional/hillary-bowden-lmhc-286865
"Hesham Elwakil, DPT",Physical Therapist,Male,English,"Brooklyn, NY",11226,4.58,45 reviews,4.24,4.67,True,https://www.zocdoc.com/professional/hesham-elwakil-dpt-155218
"Vineeta Chopra, MA",Psychotherapist,Female,"English
Hindi","New York, NY",None,5.00,3 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/vineeta-chopra-ma-291740
"Yannina Varvitsiotes, LCSW",Psychotherapist,Female,English,"Brooklyn, NY",11229,5.00,None,4.86,5.00,False,https://www.zocdoc.com/professional/yannina-varvitsiotes-lcsw-279377
"Dr. Frank Dicicco, DMD","Dentist, Cosmetic Dentist",Male,English,"New York, NY",10017,4.67,24 reviews,4.91,4.91,False,https://www.zocdoc.com/dentist/frank-dicicco-dmd-204387
"Louisa Powers, DPT",Physical Therapist,Female,English,"New York, NY",10017,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/louisa-powers-dpt-294409
"Dr. Hongwei Wang, MD","Internist, Primary Care Doctor",Male,"English
Chinese (Mandarin)","Flushing, NY",11355,4.79,70 reviews,4.82,4.89,True,https://www.zocdoc.com/doctor/hongwei-wang-md-223402
"Dr. Evelyn Cavalier, DPM",Podiatrist,Female,"English
Russian
Uzbek
Tajik","Rego Park, NY",11374,4.91,352 reviews,4.71,4.90,False,https://www.zocdoc.com/doctor/evelyn-cavalier-dpm-25374
"Dr. Hugh Sampson, MD",Pediatric Allergist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/hugh-sampson-md-195019
"Dr. Michael Neuwirth, MD","Spine Specialist, Orthopedic Surgeon",Male,English,"New York, NY",10029,4.74,31 reviews,4.23,4.87,False,https://www.zocdoc.com/doctor/michael-neuwirth-md-67254
"Dr. Kanchan Katapadi, MD","Internist, Primary Care Doctor",Female,English,"Brooklyn, NY",11215,None,None,None,None,True,https://www.zocdoc.com/doctor/kanchan-katapadi-md-32411
"Vicki Ianucelli, PhD",Psychologist,Female,English,"New York, NY",10011,5.00,3 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/vicki-ianucelli-phd-297885
"Dr. Howard Kivell, MD, FACS","Urological Surgeon, Urologist",Male,English,"Bronx, NY",10461,4.72,76 reviews,4.27,4.71,False,https://www.zocdoc.com/doctor/howard-kivell-md-facs-139857
"Dr. Lisa Travis, MD",Dermatologist,Female,English,"New York, NY",10023,4.85,437 reviews,4.56,4.85,True,https://www.zocdoc.com/doctor/lisa-travis-md-670
"Dr. Lawrence Lefcort, DC",Chiropractor,Male,"English
Spanish","Bayside, NY",11361,4.79,14 reviews,4.58,4.83,False,https://www.zocdoc.com/doctor/lawrence-lefcort-dc-89780
"Dr. Ebrahim Sadighim, MD",Internist,Male,"English
Farsi","Great Neck, NY",11021,4.57,7 reviews,3.57,4.57,False,https://www.zocdoc.com/doctor/ebrahim-sadighim-md-14101
"Dr. Samina Haque, DMD",Dentist,Female,"English
Hindi
Urdu
Bengali
Punjabi","Bellerose, NY",11426,4.66,68 reviews,4.50,4.72,False,https://www.zocdoc.com/dentist/samina-haque-dmd-197321
"Dr. Vincent Bilello, DDS",Orthodontist,Male,English,"Glendale, NY",11385,4.82,131 reviews,4.63,4.81,False,https://www.zocdoc.com/dentist/vincent-bilello-dds-159977
"Dr. Fatina Shtivelman, DDS",Pediatric Dentist,Female,"English
Spanish
Russian","New York, NY",10003,4.95,41 reviews,4.84,4.97,False,https://www.zocdoc.com/dentist/fatina-shtivelman-dds-275728
"Sarah Mohamed Abdelhalim Ahmed, DPT",Physical Therapist,Female,English,"Brooklyn, NY",11220,5.00,7 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/sarah-mohamed-abdelhalim-ahmed-dpt-294242
"Dr. Nasir Gondal, MD",Hematologist,Male,English,"Ridgewood, NY",11385,None,None,None,None,False,https://www.zocdoc.com/doctor/nasir-gondal-md-292783
"Miriam Most, PhD",Psychologist,Female,English,"Forest Hills, NY",11375,5.00,None,5.00,5.00,True,https://www.zocdoc.com/doctor/miriam-most-phd-285948
"Dr. Anish Gala, DDS",Orthodontist,Male,English,"Jackson Heights, NY",11372,4.90,10 reviews,4.89,4.89,False,https://www.zocdoc.com/dentist/anish-gala-dds-295041
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Male,English,"New York, NY",10003,4.69,85 reviews,4.50,4.74,False,https://www.zocdoc.com/doctor/amr-ahmed-hosny-md-mba-3724
"William Kuo, LCSW",Psychotherapist,Male,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/professional/william-kuo-lcsw-287375
"Dr. Philip Kaplan, DDS",Dentist,Male,"English
Spanish
Russian","Staten Island, NY",10301,4.92,93 reviews,4.66,4.97,False,https://www.zocdoc.com/dentist/philip-kaplan-dds-246712
"Dr. Koky Sang, MD",Internist,Male,"English
Spanish
Chinese (Cantonese)","Flushing, NY",None,4.88,None,4.38,4.88,True,https://www.zocdoc.com/doctor/koky-sang-md-283788
"Dr. Eric Josephson, DMD","Dentist, Cosmetic Dentist",Male,English,"New York, NY",10019,4.72,344 reviews,4.64,4.73,False,https://www.zocdoc.com/dentist/eric-josephson-dmd-62556
"Dr. Peter Rosenberg, MD, FACC",Internist,Male,English,"Bayside, NY",11360,4.91,397 reviews,4.66,4.93,False,https://www.zocdoc.com/doctor/peter-rosenberg-md-facc-27384
"Alyssa Ashenfarb, LMSW, LCSW",Psychotherapist,Female,English,"New York, NY",10019,4.82,17 reviews,4.88,4.94,False,https://www.zocdoc.com/professional/alyssa-ashenfarb-lmsw-lcsw-254892
"Dr. Maryann Garcia-Phillip, MD",Pediatrician,Female,English,"Bronx, NY",10463,5.00,10 reviews,4.80,4.90,False,https://www.zocdoc.com/doctor/maryann-garcia-phillip-md-224166
"Dr. Marc Liechtung, DMD",Dentist,Male,English,"New Rochelle, NY",10801,None,None,None,None,False,https://www.zocdoc.com/dentist/marc-liechtung-dmd-293189
"Lei (Amy) Zhu, PMHNP-BC","Adult Psychiatric & Mental Health Nurse Practitioner, Nurse Practitioner, Family Psychiatric & Mental Health Nurse Practitioner",Female,"English
Chinese (Mandarin)","New York, NY",None,4.65,17 reviews,5.00,4.88,True,https://www.zocdoc.com/doctor/lei-amy-zhu-pmhnp-bc-287726
"Dr. Timothy Deyer, MD",Radiologist,Male,English,"New York, NY",10021,4.72,61 reviews,4.55,4.76,False,https://www.zocdoc.com/doctor/timothy-deyer-md-172816
"Kate Engstrom, LCSW",Psychotherapist,Female,English,"New York, NY",10012,4.81,70 reviews,4.94,4.88,False,https://www.zocdoc.com/professional/kate-engstrom-lcsw-159458
"Dr. Patrick Mizrahi, MD","Internist, Primary Care Doctor",Male,"English
French","New York, NY",10028,4.87,319 reviews,4.53,4.90,False,https://www.zocdoc.com/doctor/patrick-mizrahi-md-56195
"Dr. Anate Brauer, MD",Reproductive Endocrinologist,Female,English,"New York, NY",10022,None,None,None,None,True,https://www.zocdoc.com/doctor/anate-brauer-md-298695
"Dr. Cedric Olivera, MD, FACOG, FACS","Urogynecologist, OB-GYN",Male,English,"Brooklyn, NY",11226,4.92,12 reviews,4.09,5.00,False,https://www.zocdoc.com/doctor/cedric-olivera-md-facog-facs-273452
"Dr. Grace Kim, DDS",Dentist,Female,"English
Korean","New York, NY",10065,4.94,114 reviews,4.91,4.97,False,https://www.zocdoc.com/dentist/grace-kim-dds-190166
"Dr. Paolo Saggese, DMD, FICOI","Dentist, Cosmetic Dentist",Male,"English
Italian","New York, NY",10007,4.50,228 reviews,4.52,4.63,False,https://www.zocdoc.com/dentist/paolo-saggese-dmd-ficoi-101432
"Dr. Philippa Cheetham, MD","Urological Surgeon, Urologist",Female,English,"New York, NY",10028,4.85,362 reviews,4.12,4.84,False,https://www.zocdoc.com/doctor/philippa-cheetham-md-127936
"Dr. Jose Villaluz, MD",Psychiatrist,Male,English,"New York, NY",10128,4.40,214 reviews,4.79,4.43,True,https://www.zocdoc.com/doctor/jose-villaluz-md-105612
"Andrew Kuhn, PhD",Psychologist,Male,English,"New York, NY",None,4.80,None,5.00,5.00,True,https://www.zocdoc.com/doctor/andrew-kuhn-phd-274908
"Dr. Eyad Hijazin, MD",Internist,Male,"English
Spanish","Mamaroneck, NY",10543,4.79,24 reviews,4.43,4.78,False,https://www.zocdoc.com/doctor/eyad-hijazin-md-10301
"Dr. Daniel Nejat, DMD","Periodontist, Dentist, Dental Pain Specialist",Male,"English
Spanish
Hebrew
view all","New York, NY",10016,4.67,46 reviews,4.35,4.83,False,https://www.zocdoc.com/dentist/daniel-nejat-dmd-129516
"Dr. Nava Greenfield, MD",Dermatologist,Female,"English
Hebrew","New York, NY",None,4.65,937 reviews,4.56,4.71,True,https://www.zocdoc.com/doctor/nava-greenfield-md-176679
"Dr. Ira Tepler, MD",Gastroenterologist,Male,English,"Bronx, NY",10458,None,None,None,None,True,https://www.zocdoc.com/doctor/ira-tepler-md-287056
"Dr. Daniel S Arick, MD","Ear, Nose & Throat Doctor",Male,"English
French","New York, NY",10038,4.79,647 reviews,4.37,4.84,False,https://www.zocdoc.com/doctor/daniel-s-arick-md-2321
"Lynn Pinkham, PhD",Psychologist,Female,English,"Port Washington, NY",11050,4.28,102 reviews,4.84,4.37,True,https://www.zocdoc.com/doctor/lynn-pinkham-phd-76648
